Symbol,Date,Close,R3M,R6M,R9M,R12M,RS_Blend,MA_30W,MA_30W_Slope_10S_Pct,Stage,MA_10W,High_52W,Near_52W_High,Low_52W,Volume_Ratio,U_D,AvgValue20,SMA_50,Below_50DMA,Ext_Pct,Extended_20Pct,Pct_From_52W_High,Above_MA_30W,Above_MA_10W,MA10W_Above_MA30W,MA_30W_Rising,Distribution,Heavy_Distribution,Breakout,Breakout_Confirmed,SMA_150,SMA_200,SMA_200_Rising,ATR_Pct,VCP_Contractions,Contraction_Ratio,Base_Depth_Pct,Volume_DryUp,VCP_Setup,VCP_Pivot,RS_Line,RS_Line_High_52W,RS_Line_At_High,Pct_To_Pivot,RS_Score,Liquid_UI_Filter,RS_Not_Lagging,Trend_Health,TT1_Above_150_200,TT2_150_Above_200,TT3_200_Rising,TT4_50_Above_150_200,TT5_Above_50,TT6_Above_52W_Low,TT7_Near_52W_High,TT8_RS,Trend_Template_Score,Trend_Template_Pass,RS_Line_NH_Before_Price,Stage1_Readiness,Company Name,Industry,Series,Action,Action_Reason
DCMSHRIRAM,2026-08-25,1052.9000244140625,-0.030630254188009687,-0.006108864658025737,-0.108699814772237,-0.14348134356148057,-0.06391010627355254,1081.3577772166632,-0.48300302845428744,Stage 4 — Declining,1030.2663825539983,1400.4767744012483,False,941.5197177909594,0.5654593329372761,4.426992503291371,260502554.4470581,1029.9950964355469,False,-2.631668574655177,False,-24.818458709233994,False,True,False,False,False,False,False,False,1081.7434594726562,1114.69333984375,False,2.6457546709578015,1,2.313807891125358,18.081254691695754,1.2862976441113114,False,1183.0014875578156,0.04459249020960054,0.058268572315660974,False,12.35648780767713,33.0,True,False,1,False,False,False,False,True,False,True,False,2,False,False,,DCM Shriram Ltd,Sugar,EQ,SELL,Stage 4 takes precedence: the guide requires SELL regardless of RS.
DCMSRIND,2026-08-25,50.5,0.28618331534481944,0.4698709298191579,-0.7022710061728805,-0.6819995251469839,-0.06840659416221351,39.397771730814895,0.9588926544493281,Stage 2 — Advancing,41.55936057894838,179.94513189465283,False,31.557174545273405,0.9824444207584555,3.2728261765018467,16214810.848758126,41.62229377746582,False,28.179838050337036,True,-71.93588986360312,True,True,True,True,False,False,False,False,39.410545603434244,61.053403301239015,False,5.755304447157886,1,4.7894722380584165,34.38102046150156,2.761534858889788,False,55.75,0.002138779279483841,0.007539781033490407,False,10.396039603960405,32.0,False,False,4,False,False,False,False,True,True,False,False,2,False,False,,DCM Shriram Industries Ltd,Sugar,EQ,WAIT,"Stage 2 + RS 32; wait because price is more than 20% above the 30-week line (currently +28%) — the guide treats that as poor entry timing, not a failed trend."
DCW,2026-08-25,45.380001068115234,-0.052411742608536094,-0.058115384377856794,-0.28943259232464313,-0.4026434023505011,-0.17100297285401467,46.620314898556224,-0.8247167087687912,Stage 4 — Declining,47.10294087727865,77.95144162024806,False,37.11000061035156,0.8096873774373486,1.2935079116644004,45004307.88736095,47.079599685668946,True,-2.660457856494236,False,-41.78426963648653,False,False,True,False,False,False,False,False,46.65985155741374,49.905227947235105,False,3.188943214438976,3,0.9104659964933853,18.17481493319616,1.036726549987901,False,51.939998626708984,0.0019219367522265234,0.0033534592975852035,False,14.45570163990788,14.0,False,False,1,False,False,False,False,False,False,False,False,0,False,False,,DCW Ltd,Petrochem - Others,EQ,SELL,Stage 4 takes precedence: the guide requires SELL regardless of RS.
DCXINDIA,2026-08-25,173.75999450683594,-0.17618056127776227,-0.008105938054087103,-0.060096288763944794,-0.347380302321743,-0.1535887303390599,185.93671197760594,0.09951458526453738,Stage 1 — Basing,187.4041176590265,286.0,False,153.3000030517578,0.30425987604363375,1.1050726191197122,84265985.4455574,187.38760009765625,True,-6.548850596130018,False,-39.24475716544198,False,False,True,True,False,False,False,False,185.30526641845702,185.26679969787597,False,3.1961150001797076,2,0.7985167641155384,22.432976922398538,0.6161794094608535,False,212.99000549316406,0.0073590945713751825,0.011946580063626724,False,22.577124900164968,17.0,True,False,2,False,True,False,True,False,False,False,False,2,False,False,2.0,DCX Systems Ltd,Aerospace & Defence - Equipments,EQ,AVOID,Stage 1 + RS 17; weak RS in a basing stage is AVOID.
DDEVPLSTIK,2026-08-25,276.04998779296875,0.16427659505182768,-0.0019884971019886732,0.01355949789531019,-0.12528460191124835,0.042967917797145705,261.4288222430504,0.009368092053341215,Stage 2 — Advancing,278.65549124923405,359.34947541878313,False,185.14999389648438,0.3557801478715642,1.4635699206109105,65075526.62395783,279.1598010253906,True,5.592790199821618,False,-23.18063426382849,True,False,True,True,False,False,False,False,261.9125572713216,268.5363919830322,False,5.178928073712569,3,1.0185948126959412,20.238095238095237,0.6909118358420031,False,315.0,0.011691287009769678,0.015289549684648868,False,14.109767770119541,53.0,True,True,4,True,False,False,True,False,True,True,False,4,False,False,,DDev Plastiks Industries Ltd,Plastics - Plastic & Plastic Products,EQ,HOLD,Stage 2 + RS 53; trend/leadership is adequate without a stronger entry trigger.
DECCANCE,2026-08-25,564.0499877929688,-0.07213363194607458,-0.20712683660990472,-0.2583169128297583,-0.4762286789522754,-0.21718793845681755,618.4520688813308,-1.1926048904452258,Stage 4 — Declining,566.8578395469516,1164.2527336094727,False,525.0,2.8826628427444594,1.5517857142857143,16013878.472842406,566.6449963378906,True,-8.7964910824481,False,-51.552616411363395,False,False,False,False,False,False,False,False,619.9123331705729,662.8350006103516,False,3.480566825370288,2,0.9596701848150645,15.027916040278761,1.8001537170119395,False,617.8499755859375,0.023888681712568614,0.0491754144004886,False,9.538159552751502,8.0,False,False,0,False,False,False,False,False,False,False,False,0,False,False,,Deccan Cements Ltd,Cement,EQ,SELL,Stage 4 takes precedence: the guide requires SELL regardless of RS.
DEEDEV,2026-08-25,647.7999877929688,0.1779252175906878,1.1655410713083363,1.9566406652079702,1.3445530814802806,0.9645170506355927,479.0645215805263,5.907979097674976,Stage 2 — Advancing,669.4313725490196,760.0,False,183.0,0.7771574554510596,0.9742440650830606,106055291.38355103,668.3409997558593,True,35.221866494256695,True,-14.76315950092516,True,False,True,True,False,False,False,False,471.40126759847004,407.7768507385254,True,4.653111045262403,4,0.5020826296393857,20.703944156044408,1.1356490856535537,False,760.0,0.027435667151316567,0.031967097148569414,False,17.320162754138458,97.0,True,True,4,True,True,True,True,False,True,True,True,7,False,False,,DEE Development Engineers Ltd,Steel - Tubes/Pipes,EQ,WAIT,"Stage 2 + RS 97; wait because price is more than 20% above the 30-week line (currently +35%) — the guide treats that as poor entry timing, not a failed trend."
DEEPAKFERT,2026-08-25,1460.0,0.00924020759414379,0.4863077561441833,0.06735289553223911,-0.013995855430927961,0.11162904228675642,1288.630075951145,1.4633517129273743,Stage 2 — Advancing,1543.6214120902266,1669.6119086916185,False,860.5304973022847,1.3534396686083305,1.0007960415372505,761786506.5271362,1544.0018212890625,True,13.298612786323938,False,-12.55452884592082,True,False,True,True,False,False,False,False,1285.1082421875,1284.386732788086,True,3.035202753290821,2,0.8624370791149553,14.51517006271781,0.6894252383704501,False,1669.6119086916185,0.06183401481280015,0.07105261893092586,False,14.356980047371138,63.0,True,True,4,True,True,True,True,False,True,True,False,6,False,False,,Deepak Fertilisers & Petrochemicals Corp Ltd,Fertilisers,EQ,HOLD,Stage 2 + RS 63; trend/leadership is adequate without a stronger entry trigger.
DEEPAKNTR,2026-08-25,1751.0,0.007501798434066398,0.11209295744618997,0.11293734325766769,-0.03890422611820532,0.04022593429075703,1626.8345509496228,0.7484178385170237,Stage 2 — Advancing,1672.4828646790747,1895.7415042243763,False,1274.1803312746065,1.5887214436189998,2.5650317331349557,983202809.5745239,1673.2557666015625,False,7.632334153334708,False,-7.635086529563317,True,True,True,True,False,False,False,False,1624.991473795573,1625.1299969482423,False,2.931794873592641,2,0.7094636091035433,17.5026719824831,1.1891096128929033,False,1851.0,0.07415846571041991,0.08258170646011946,False,5.711022272986854,52.0,True,True,5,True,False,False,True,True,True,True,False,5,False,False,,Deepak Nitrite Ltd,Chemicals - Inorganic,EQ,HOLD,Stage 2 + RS 52; trend/leadership is adequate without a stronger entry trigger.
DEEPINDS,2026-08-25,649.6500244140625,0.3820621551455716,0.8536840736770326,0.4150504689740231,0.19601283583786788,0.4457743377560134,468.6766332338934,4.622108677039072,Stage 2 — Advancing,540.0472675398285,717.266283404711,False,328.747065369566,0.39129683047841357,5.224099226029456,579127312.4144379,540.9808203125,False,38.61370043807031,True,-9.426939555793478,True,True,True,True,False,False,False,False,465.54655232747393,459.51930358886716,True,5.562133346244686,2,1.0624812251219324,39.70833252999729,0.8968558128093865,False,717.266283404711,0.027514020022435012,0.030470852923259524,False,10.408105356670072,89.0,True,True,5,True,True,True,True,True,True,True,True,8,True,False,,Deep Industries Ltd,Oil Drilling & Exploration,EQ,WAIT,"Stage 2 + RS 89; wait because price is more than 20% above the 30-week line (currently +39%) — the guide treats that as poor entry timing, not a failed trend."
DELHIVERY,2026-08-25,447.95001220703125,-0.016467229770521508,0.01887869538444975,0.09083165436488327,-0.06060604703066885,0.003233968635524229,454.23424686797676,0.8368615060609041,Stage 1 — Basing,477.05490231981463,524.0,False,374.45001220703125,0.2423988606589732,0.8883350001469908,1612453283.605873,477.57000061035154,True,-1.3834788337243165,False,-14.513356449039838,False,False,True,True,False,False,False,False,452.39000040690104,442.4017506408691,False,2.439685971779263,2,0.8771601731726884,16.20228891154282,0.4565055406172362,False,524.0,0.01897160800698875,0.022340741933881553,False,16.97733803338315,45.0,True,False,2,False,True,False,True,False,False,True,False,3,False,False,2.0,Delhivery Ltd,Logistics - Warehousing/Supply Chain,EQ,AVOID,Stage 1 + RS 45; weak RS in a basing stage is AVOID.
DELTACORP,2026-08-25,61.52000045776367,-0.1532579077518298,-0.00285600517890916,-0.08371744012439597,-0.27251871627745505,-0.13312159541688395,63.817719890646735,-0.7988597134260811,Stage 4 — Declining,63.01172795015223,96.37738992802498,False,47.901091163726164,2.157025096108386,1.5868514335970403,61545982.22188759,62.967624740600584,True,-3.600441126414833,False,-36.167600612854265,False,False,False,False,False,False,False,False,63.85450205485026,65.23226123809815,False,2.5493641936550517,2,1.272875249839117,15.364437819878148,0.4378175709912357,False,68.77723451589986,0.002605499054512898,0.004130112504581777,False,11.796544219986838,20.0,True,False,0,False,False,False,False,False,False,False,False,0,False,False,,Delta Corp Ltd,Miscellaneous,EQ,SELL,Stage 4 takes precedence: the guide requires SELL regardless of RS.
DENORA,2026-08-25,824.4000244140625,0.15446023329943537,0.27566734919003877,0.21880543267012187,-0.03437771664531475,0.15380310636274333,766.6799977269666,1.965592726036447,Stage 2 — Advancing,872.5735294117648,960.3499755859375,False,560.25,0.4231707673050143,1.3063166254314427,6637083.846795654,873.7780004882812,True,7.528568223799081,False,-14.156292458791174,True,False,True,True,False,False,False,False,760.6739978027343,745.0979986572265,True,3.7143896817717077,3,0.5659210671997918,16.165981563677082,0.3160375244611087,True,960.3499755859375,0.03491504337074791,0.04104417827932989,False,16.49077476295573,69.0,False,True,4,True,True,True,True,False,True,True,False,6,False,False,,DE Nora India Ltd,Welding Equipments,EQ,HOLD,Stage 2 + RS 69; trend/leadership is adequate without a stronger entry trigger.
DENTA,2026-08-25,284.75,-0.0026269702276707774,0.1295120710273916,-0.2116556191122494,-0.2832871665015455,-0.07413693100834898,284.0809590587877,0.20548432937141925,Stage 2 — Advancing,324.421568627451,479.6000061035156,False,222.0,0.09113499850810865,1.506138344783627,97973109.46812439,325.5259997558594,True,0.23551065985871755,False,-40.62760709420419,True,False,True,True,False,False,False,False,283.667800394694,299.6628502655029,False,4.382290535733883,2,0.6438323156338466,28.548390378234206,0.3228923357097487,False,372.0,0.012059750491743043,0.020183731131554184,False,30.640913081650577,31.0,True,False,3,False,False,False,True,False,False,False,False,1,False,False,,Denta Water & Infra Solutions Ltd,Construction - Civil/Turnkey,EQ,WAIT,Stage 2 + RS 31; wait because the close is below its 50-session average — short-term timing has weakened even though the 30-week trend is intact.
DEVIT,2026-08-25,25.40999984741211,-0.1333560671251416,0.11154852007772242,-0.3669656145045931,-0.4100079219735209,-0.18642743013013496,28.057191705050535,-1.3542101212543955,Stage 4 — Declining,27.04176472682579,47.87702997786913,False,22.25,0.4886663824058623,0.5322872859474443,1161034.5875742913,27.026000022888184,True,-9.434985102810234,False,-46.926532704393466,False,False,False,False,True,True,False,False,28.13166660308838,30.600400018692017,False,5.343789968991081,2,0.7890075852213382,20.52980333215061,0.6558995226503318,False,30.200000762939453,0.001076165963669952,0.001987179426430674,False,18.850849839793216,12.0,False,False,0,False,False,False,False,False,False,False,False,0,False,False,,Dev Information Technology Ltd,IT - Software,EQ,SELL,Stage 4 takes precedence: the guide requires SELL regardless of RS.
DEVYANI,2026-08-25,149.89999389648438,0.2917958696467591,0.13940404893761427,0.07301358032256222,-0.11443262177035307,0.1363153493566683,117.69513691941353,1.0269450152956106,Stage 2 — Advancing,121.5407834520527,191.0,False,91.55000305175781,0.4702689148107457,4.453662399859339,1150832754.2305984,121.68799911499023,False,27.36294618453239,True,-21.51832780288776,True,True,True,True,False,False,False,False,117.78919987996419,122.90724983215333,False,3.893071221073411,2,1.0496064008714097,28.785357737104828,0.940704587988312,False,150.25,0.006348574276050594,0.008176550772423043,False,0.23349307389386453,67.0,True,True,5,True,False,False,False,True,True,True,False,4,False,False,,Devyani International Ltd,Quick Service Restaurant - QSR,EQ,HOLD,Stage 2 + RS 67; trend/leadership is adequate without a stronger entry trigger.
DHAMPURSUG,2026-08-25,179.72000122070312,0.2538896178382939,0.5987697020603784,0.44797600010572647,0.41283753495318853,0.39347249455917627,138.23936587817047,2.9369399595988943,Stage 2 — Advancing,149.03725418390013,199.9199981689453,False,108.4862046974501,2.3442605858767602,1.2165273607951597,274641761.71446383,149.12599914550782,False,30.0063842734126,True,-10.104040182699425,True,True,True,True,False,False,False,False,137.51380147298178,133.96180526733397,True,5.86547391527469,1,3.7659699027352387,36.39955847817238,8.113519916674347,False,199.9199981689453,0.007611513162765355,0.008070446320511553,False,11.23970443525415,87.0,True,True,5,True,True,True,True,True,True,True,True,8,True,False,,Dhampur Sugar Mills Ltd,Sugar,EQ,WAIT,"Stage 2 + RS 87; wait because price is more than 20% above the 30-week line (currently +30%) — the guide treats that as poor entry timing, not a failed trend."
DHANUKA,2026-08-25,983.7000122070312,-0.15933601019837595,-0.07776315575645676,-0.19765997823513426,-0.3831166559495376,-0.19544236206757612,1048.6357607085129,-0.49306282053148687,Stage 4 — Declining,1031.6614942363665,1651.2200797106473,False,887.8900230030476,0.38041048234947705,2.193402003236671,44661402.85809632,1030.804111328125,True,-6.192402637271077,False,-40.42586907134689,False,False,False,False,False,False,False,False,1049.7544319661458,1087.9797955322265,False,2.28946228514633,2,1.3139967395018053,14.546420189776239,0.3911063949745489,False,1103.8741617236628,0.04166172679874059,0.07225000908903932,False,12.216544477518987,11.0,False,False,0,False,False,False,False,False,False,False,False,0,False,False,,Dhanuka Agritech Ltd,Pesticides/Agrochemicals,EQ,SELL,Stage 4 takes precedence: the guide requires SELL regardless of RS.
DHARMAJ,2026-08-25,271.25,0.004629629629629539,0.1277648228075372,0.10623981800969018,-0.2704410734111119,-0.0054354346669250875,258.61406944537987,0.8562006891078555,Stage 2 — Advancing,265.3500004188687,376.8500061035156,False,210.64999389648438,1.1521949368826905,0.6019796777778618,23037409.594787598,265.0770004272461,False,4.886018220787047,False,-28.021760486454315,True,True,True,True,True,False,False,False,257.7974671427409,253.53370040893554,False,3.590521043346774,3,1.0663153113655248,11.192980314555921,1.0915198304707214,False,285.0,0.011487997615049343,0.01636748001204368,False,5.069124423963123,44.0,False,False,4,True,True,False,True,True,False,False,False,4,False,False,,Dharmaj Crop Guard Ltd,Pesticides/Agrochemicals,EQ,REDUCE,Stage 2 + RS 44; distribution warning (U/D 0.60) triggers REDUCE.
DHRUV,2026-08-25,23.469999313354492,-0.26078742320143333,-0.15787590216663716,-0.5035956023833145,-0.6421165193953908,-0.36503257406964185,29.501575313202324,-3.5920297378882027,Stage 4 — Declining,25.775686226639092,68.94999694824219,False,22.020000457763672,0.8304755465300179,1.077786527089413,162909.07773990632,25.74139995574951,True,-20.444928570131726,False,-65.96084067853923,False,False,False,False,False,False,False,False,29.82946662902832,34.42394996643066,False,7.155030436833931,2,1.387095040590758,26.96517168700023,1.2609076741051302,False,30.149999618530273,0.0009940029350673774,0.0028987225359292934,False,28.46186834515518,2.0,False,False,0,False,False,False,False,False,False,False,False,0,False,False,,Dhruv Consultancy Services Ltd,Miscellaneous,EQ,SELL,Stage 4 takes precedence: the guide requires SELL regardless of RS.
